MMV,Make,Model,Variant,Type,Fuel Type,Age,Transmission,Color,Kms,No of Owner,Heath score,price score,on road price,Current Price,Dep
HondaJazzVI-vtec,Honda,Jazz,VI-vtec,Sedan,Petrol,6,Manual,Red,"28,654",1,5,6.4,853684,426550,50.0
ToyotaCorolla Altis1.8 GL,Toyota,Corolla Altis,1.8 GL,Sedan,Petrol,11,Automatic,White,"59,732",1,5,9.9,1690430,554368,67.2
Maruti SuzukiSwiftVDi,Maruti Suzuki,Swift,VDi,Hatchback,Diesel,7,Manual,Red,"51,000",1,5,4.2,806541,342958,57.5
HyundaiSantro XingXo,Hyundai,Santro Xing,Xo,Hatchback,Petrol,11,Manual,Black,"52,000",1,6.8,6.4,453719,127600,71.9
ToyotaInnova2.5Z7Seater,Toyota,Innova,2.5Z7Seater,MUV,Diesel,5,Manual,Bronze,"74,472",1,8.1,7.5,1890086,1172509,38.0
ToyotaInnova2.5 V 7 STR,Toyota,Innova,2.5 V 7 STR,MUV,Diesel,6,Manual,Grey,"54,154",1,8.3,7.5,1317441,941473,28.5
Maruti SuzukiSwiftVxi1.3,Maruti Suzuki,Swift,Vxi1.3,Hatchback,Petrol,10,Manual,White,"55,000",1,6.8,8.2,563323,206800,63.3
Maruti SuzukiWagon RVXI,Maruti Suzuki,Wagon R,VXI,Hatchback,Petrol,7,Manual,Grey,"51,569",1,6.4,5.8,505259,251598,50.2
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,8,Manual,White,"59,000",5,4.3,8.2,585070,287950,50.8
HyundaiSantro XingGLS,Hyundai,Santro Xing,GLS,Hatchback,Petrol,9,Manual,White,"71,000",1,4.3,9.9,457174,145200,68.2
HyundaiGrand I10Sportz 1.2 Kappa VTVT,Hyundai,Grand I10,Sportz 1.2 Kappa VTVT,Hatchback,Petrol,4,Manual,White,"39,357",1,4.8,4.2,647262,398542,38.4
HyundaiSantro XingGLS,Hyundai,Santro Xing,GLS,Hatchback,Petrol,5,Manual,White,"62,414",1,4.6,8.9,457174,194480,57.5
HyundaiI101.2 L Kappa Magna Special Edition,Hyundai,I10,1.2 L Kappa Magna Special Edition,Hatchback,Petrol,8,Manual,Red,"52,123",1,4.5,8.2,527484,233518,55.7
HyundaiElantra2.0SxMt,Hyundai,Elantra,2.0SxMt,Sedan,Petrol,5,Manual,Blue,"31,000",1,4.5,9,1764800,929808,47.3
HyundaiI10Asta 1.2 Kappa2,Hyundai,I10,Asta 1.2 Kappa2,Hatchback,Petrol,5,Manual,Grey,"70,000",1,5,5,631138,520950,17.5
HyundaiGrand I10Magna 1.2 Kappa VTVT,Hyundai,Grand I10,Magna 1.2 Kappa VTVT,Hatchback,Petrol,4,Manual,Blue,"31,060",1,5,5.7,633709,355876,43.8
HondaCivic1.8V AT,Honda,Civic,1.8V AT,Sedan,Petrol,8,Automatic,White,"47,000",1,6.8,8.8,1675849,506688,69.8
HondaCity1.5 Corporate MT,Honda,City,1.5 Corporate MT,Sedan,Petrol,6,Manual,Silver,"70,071",1,3.8,9.9,851454,352182,58.6
HondaCity1.5EMtI-vtec,Honda,City,1.5EMtI-vtec,MUV,Petrol,9,Manual,White,"64,514",1,5.3,9.7,930953,310800,66.6
HondaJazz1.2VI-vtec,Honda,Jazz,1.2VI-vtec,Sedan,Petrol,3,Manual,Red,"32,000",1,9.8,8,843315,602448,28.6
HondaAmaze1.5 E i-DTEC,Honda,Amaze,1.5 E i-DTEC,Sedan,Diesel,5,Manual,Red,"64,000",1,4.6,5.9,813578,421872,48.1
HondaCity ZxGXi,Honda,City Zx,GXi,Sedan,Petrol,10,Manual,Black,"93,760",2,6.1,9.6,837628,242550,71.0
HondaCity1.5EMtI-vtec,Honda,City,1.5EMtI-vtec,MUV,Petrol,3,Manual,White,"9,500",1,4.5,7.7,930953,714550,23.2
HondaCity1.5 S MT,Honda,City,1.5 S MT,Sedan,Petrol,10,Manual,White,"61,000",1,6.8,5,944779,563952,40.3
HondaCivic1.8I-vtec,Honda,Civic,1.8I-vtec,Hatchback,Petrol,10,Manual,White,"54,000",1,6.8,5.8,1303955,379950,70.9
Maruti SuzukiEstiloLXi CNG BS-IV,Maruti Suzuki,Estilo,LXi CNG BS-IV,Hatchback,Petrol + CNG,4,Manual,Red,"24,055",1,9.9,5.2,469858,260662,44.5
Maruti SuzukiEstiloVXi,Maruti Suzuki,Estilo,VXi,Hatchback,Petrol,7,Manual,Beige,"32,308",1,5.5,6,424393,215600,49.2
Maruti SuzukiSwift DzireLXi,Maruti Suzuki,Swift Dzire,LXi,Sedan,Petrol,5,Manual,Silver,"45,000",1,5.7,5.8,641315,497200,22.5
HyundaiI10Magna 1.2 Kappa2,Hyundai,I10,Magna 1.2 Kappa2,Hatchback,Petrol,3,Manual,Grey,"8,002",1,5,9.4,510209,370678,27.3
HyundaiI20Asta 1.4 CRDI,Hyundai,I20,Asta 1.4 CRDI,Hatchback,Diesel,7,Manual,White,"40,363",1,4.5,5.7,894411,342958,61.7
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,9,Manual,White,"64,440",1,4.3,6.5,585070,242550,58.5
HyundaiI20Asta 1.4 (AT),Hyundai,I20,Asta 1.4 (AT),Hatchback,Petrol,8,Automatic,White,"42,000",1,4.5,5.4,893729,370678,58.5
HyundaiI10Asta 1.2 AT with Sunroof,Hyundai,I10,Asta 1.2 AT with Sunroof,Hatchback,Petrol,7,Automatic,Grey,"63,000",1,4.8,9.4,685269,333750,51.3
HyundaiI10Era 1.1 iRDE2,Hyundai,I10,Era 1.1 iRDE2,Hatchback,Petrol,9,Manual,Golden,"25,800",2,4.5,5.2,504450,193600,61.6
HyundaiGrand I10Sportz 1.1 CRDi,Hyundai,Grand I10,Sportz 1.1 CRDi,Hatchback,Diesel,3,Manual,White,"41,000",1,3.3,5.8,747882,520950,30.3
HondaCity ZxGXi,Honda,City Zx,GXi,Sedan,Petrol,10,Manual,White,"85,000",1,4.3,8.5,837628,206800,75.3
HondaBrioE MT,Honda,Brio,E MT,Hatchback,Petrol,6,Manual,Silver,"65,000",1,8.3,6.1,554012,251598,54.6
HondaCity ZxGXi,Honda,City Zx,GXi,Sedan,Petrol,11,Manual,Grey,"65,000",1,5,4.2,837628,215600,74.3
HondaCitySI-vtec,Honda,City,SI-vtec,Hatchback,Petrol,6,Manual,Grey,"29,000",1,4.5,7.4,1004692,468832,53.3
HondaBrioV AT,Honda,Brio,V AT,Hatchback,Petrol,4,Automatic,Red,"38,208",1,3.8,8.4,702365,412528,41.3
Maruti SuzukiWagon RLXI,Maruti Suzuki,Wagon R,LXI,Hatchback,Petrol,5,Manual,Black,"60,000",1,5,6.4,475198,287950,39.4
HondaCityZx,Honda,City,Zx,Sedan,Petrol,12,Manual,Grey,"68,000",2,4.5,5.2,921736,198000,78.5
Maruti SuzukiSwiftVXi,Maruti Suzuki,Swift,VXi,Hatchback,Petrol,5,Automatic,Red,"56,000",1,5,8,507718,356800,29.7
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,8,Manual,Black,"77,400",1,8.3,5.1,585070,221834,62.1
HyundaiI10Magna 1.2 Kappa2,Hyundai,I10,Magna 1.2 Kappa2,Hatchback,Petrol,9,Manual,Red,"90,000",1,8.3,4,510209,450000,11.8
HyundaiVernaFluidic 1.6 VTVT SX Opt AT,Hyundai,Verna,Fluidic 1.6 VTVT SX Opt AT,Sedan,Petrol,7,Automatic,Red,"21,000",1,4.5,3.6,1187794,592800,50.1
HyundaiI10Sportz 1.2 AT,Hyundai,I10,Sportz 1.2 AT,Hatchback,Petrol,10,Automatic,Blue,"63,000",1,4.5,4.4,581615,260662,55.2
HyundaiI10Sportz 1.2,Hyundai,I10,Sportz 1.2,Hatchback,Petrol,9,Manual,Red,"45,000",1,5,4.2,537850,242550,54.9
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,7,Manual,Silver,"45,000",1,5,4.2,585070,284303,51.4
HyundaiGrand I10Magna 1.2 Kappa VTVT,Hyundai,Grand I10,Magna 1.2 Kappa VTVT,Hatchback,Petrol,5,Manual,Red,"34,300",1,4.8,7.7,633709,283392,55.3
HyundaiElite I20Magna 1.2,Hyundai,Elite I20,Magna 1.2,Hatchback,Petrol,2,Manual,Grey,"4,600",1,4.5,4.9,712796,559158,21.6
HyundaiI10Sportz 1.2 AT Kappa2,Hyundai,I10,Sportz 1.2 AT Kappa2,Hatchback,Petrol,10,Automatic,Blue,"63,000",1,5,4,610408,242550,60.3
HondaBrioE MT,Honda,Brio,E MT,Hatchback,Petrol,6,Manual,Black,"32,960",1,8.5,5.8,554012,278838,49.7
HondaAccord2.4 AT,Honda,Accord,2.4 AT,Sedan,Petrol,6,Automatic,Brown,"58,000",1,4,5.3,2426682,889200,63.4
Maruti SuzukiSwift DzireVXi,Maruti Suzuki,Swift Dzire,VXi,Sedan,Petrol,8,Automatic,Silver,"15,602",1,6.8,4.2,741508,356800,51.9
Maruti SuzukiSwiftLDi,Maruti Suzuki,Swift,LDi,Hatchback,Diesel,10,Manual,Red,"120,000",2,9.9,9.9,566633,171600,69.7
HyundaiI20Asta 1.2,Hyundai,I20,Asta 1.2,Hatchback,Petrol,7,Manual,Silver,"23,000",2,5,6.1,738248,333750,54.8
HyundaiXcentSX 1.1 CRDi (O),Hyundai,Xcent,SX 1.1 CRDi (O),Sedan,Diesel,3,Manual,White,"55,000",2,3.6,7.3,946932,497200,47.5
HyundaiSantro XingGLS,Hyundai,Santro Xing,GLS,Hatchback,Petrol,8,Manual,Silver,"44,789",1,6.8,7,457174,202488,55.7
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,7,Manual,Black,"38,000",1,6.8,6,585070,309884,47.0
HyundaiI20Asta 1.2,Hyundai,I20,Asta 1.2,Hatchback,Petrol,8,Manual,Silver,"48,000",2,6.8,4.2,738248,370678,49.8
HyundaiI10Sportz 1.2 Kappa2,Hyundai,I10,Sportz 1.2 Kappa2,Hatchback,Petrol,6,Manual,White,"25,000",1,5.5,3.8,544760,342958,37.0
Maruti SuzukiRitzZxi BS-IV,Maruti Suzuki,Ritz,Zxi BS-IV,Hatchback,Petrol,9,Manual,White,"35,000",2,4.5,8.4,637514,215600,66.2
HondaCity ZxGXi,Honda,City Zx,GXi,Sedan,Petrol,9,Manual,White,"89,290",2,5.7,9.9,837628,189200,77.4
Maruti SuzukiWagon RLXI,Maruti Suzuki,Wagon R,LXI,Hatchback,cng,7,Manual,Red,"86,492",1,5.4,3.8,475198,256128,46.1
Maruti SuzukiSwift DzireZDI,Maruti Suzuki,Swift Dzire,ZDI,Sedan,Diesel,5,Manual,Golden,"59,000",1,3.8,5.9,942668,511438,45.7
Maruti SuzukiSx4VDI,Maruti Suzuki,Sx4,VDI,Sedan,Diesel,7,Manual,Blue,"65,000",1,4.8,4.2,970559,333750,65.6
Maruti SuzukiErtigaZXI,Maruti Suzuki,Ertiga,ZXI,MUV,Petrol,5,Automatic,White,"30,000",1,9.9,4.2,965624,592800,38.6
HondaJazz1.2VI-vtec,Honda,Jazz,1.2VI-vtec,Sedan,Petrol,6,Manual,White,"47,135",1,6.1,7.8,843315,375312,55.5
HyundaiEonSportz,Hyundai,Eon,Sportz,Hatchback,Petrol,7,Manual,other,"43,000",1,6.4,8,510953,211200,58.7
Maruti SuzukiWagon RLXI,Maruti Suzuki,Wagon R,LXI,Hatchback,Petrol,3,Manual,other,"30,000",1,5,4.6,475198,403200,15.2
Maruti SuzukiSwiftVDi,Maruti Suzuki,Swift,VDi,Hatchback,Diesel,9,Manual,Red,"82,000",2,4.3,7.1,806541,229008,71.6
Maruti SuzukiCelerioVxi AMT,Maruti Suzuki,Celerio,Vxi AMT,Hatchback,Petrol,4,Automated Manual Transmission,Grey,"15,900",1,9.9,5.7,586090,366974,37.4
Maruti SuzukiWagon RLXI,Maruti Suzuki,Wagon R,LXI,Hatchback,Petrol,10,Manual,Blue,"42,000",2,4.5,5.4,475198,158400,66.7
Maruti SuzukiEstiloVXi BS-IV,Maruti Suzuki,Estilo,VXi BS-IV,Hatchback,Petrol,4,Manual,White,"19,000",1,4.5,8.4,455531,287950,36.8
Maruti SuzukiWagon RAx,Maruti Suzuki,Wagon R,Ax,Hatchback,Petrol,12,Manual,Other,"64,000",2,4.5,8.2,353797,136401,61.4
Maruti SuzukiRitzLxi BS-IV,Maruti Suzuki,Ritz,Lxi BS-IV,Hatchback,Petrol,2,Manual,Silver,"39,949",1,6.2,4.2,499579,381806,23.6
HyundaiI10Magna,Hyundai,I10,Magna,Hatchback,Petrol,8,Manual,Silver,"97,654",1,5.4,6.4,462988,215600,53.4
Maruti SuzukiAltoLXi BS-IV,Maruti Suzuki,Alto,LXi BS-IV,Hatchback,Petrol,7,Manual,Blue,"23,000",1,5,6.1,342090,154000,55.0
Maruti SuzukiWagon RLxiCng,Maruti Suzuki,Wagon R,LxiCng,Hatchback,Petrol + CNG,4,Manual,Grey,"27,000",1,4.3,4.8,514112,324558,36.9
Maruti SuzukiSx4VXi,Maruti Suzuki,Sx4,VXi,Sedan,Petrol,10,Manual,other,"39,876",1,6.8,5,750204,310800,58.6
HyundaiI20Asta 1.2,Hyundai,I20,Asta 1.2,Hatchback,Petrol,5,Manual,Golden,"38,719",1,5.7,7.8,738248,403200,45.4
HondaCity1.5 V MT,Honda,City,1.5 V MT,Sedan,Petrol,3,Manual,Maroon,"24,000",1,5,9.7,996627,690000,30.8
HondaCitySI-vtec,Honda,City,SI-vtec,Hatchback,Petrol,6,Manual,Black,"26,000",1,5,9,1004692,460350,54.2
ToyotaCorolla Altis1.8 G,Toyota,Corolla Altis,1.8 G,Sedan,Petrol,8,Manual,Golden,"45,656",2,4.5,9.9,1525510,417198,72.7
ToyotaInnova2.5G,Toyota,Innova,2.5G,MUV,Diesel,8,Manual,Silver,"85,161",1,8.3,9.1,1585233,592800,62.6
ToyotaInnova2.5 G 7 STR BS-III,Toyota,Innova,2.5 G 7 STR BS-III,MUV,diesel,5,Manual,White,"92,000",1,5,8,1459706,940000,35.6
ToyotaInnova2.5 V 7 STR,Toyota,Innova,2.5 V 7 STR,MUV,Diesel,7,Manual,Grey,"120,000",1,4.4,9.4,1317441,763950,42.0
HyundaiI10Era,Hyundai,I10,Era,Hatchback,Petrol,8,Manual,Grey,"30,000",1,6.8,7.2,446864,198000,55.7
HyundaiI10Magna,Hyundai,I10,Magna,Hatchback,Petrol,9,Manual,Black,"69,000",1,4.3,9.9,462988,154000,66.7
Maruti SuzukiSwift DzireZXi,Maruti Suzuki,Swift Dzire,ZXi,Sedan,Petrol,2,Manual,Grey,"5,700",1,5,7.2,812098,607278,25.2
Maruti SuzukiSwift DzireZXi 1.2 BS-IV,Maruti Suzuki,Swift Dzire,ZXi 1.2 BS-IV,Sedan,Petrol,3,Manual,Grey,"25,000",1,8.3,5.5,761516,559039,26.6
Maruti SuzukiWagon RVXI,Maruti Suzuki,Wagon R,VXI,Hatchback,Petrol,9,Manual,Blue,"45,000",1,8.5,7.1,505259,160160,68.3
Maruti SuzukiWagon RLX BS-III,Maruti Suzuki,Wagon R,LX BS-III,Hatchback,Petrol,8,Manual,White,"44,562",1,5,9.1,387327,147325,62.0
Maruti SuzukiWagon R 1.0LXi CNG,Maruti Suzuki,Wagon R 1.0,LXi CNG,Hatchback,Petrol + CNG,3,Manual,Blue,"35,000",1,4.8,9.7,533447,310800,41.7
ToyotaCamry2.5L AT,Toyota,Camry,2.5L AT,Sedan,Petrol,5,Automatic,Black,"57,000",1,8.3,8.6,3414762,1401250,59.0
ToyotaInnova2.5 VX 8 STR BS-III,Toyota,Innova,2.5 VX 8 STR BS-III,MUV,Diesel,6,Manual,Silver,"65,000",1,3.8,8.2,1713152,1013725,40.8
HyundaiI10Asta 1.2 AT with Sunroof,Hyundai,I10,Asta 1.2 AT with Sunroof,Hatchback,Petrol,4,Automatic,White,"43,000",1,4.3,5.2,685269,352182,48.6
ToyotaCorolla Altis1.8 J,Toyota,Corolla Altis,1.8 J,Sedan,Petrol,2,Manual,Black,"17,000",1,8.3,6.6,1352344,964525,28.7
ToyotaEtiosG,Toyota,Etios,G,Sedan,diesel,7,Manual,Black,"75,000",1,4.5,3.4,700234,426550,39.1
Maruti SuzukiEeco7 STR,Maruti Suzuki,Eeco,7 STR,Van,Petrol,4,Automatic,Grey,"11,486",1,6.8,3.4,424691,366974,13.6
Maruti SuzukiSwiftZxi1.3,Maruti Suzuki,Swift,Zxi1.3,Hatchback,Petrol,11,Manual,Silver,"50,000",1,6.8,9.6,640982,206800,67.7
HondaCity1.5 V AT,Honda,City,1.5 V AT,Sedan,Petrol,6,Automatic,Bronze,"29,500",1,9.7,8.6,1139496,511438,55.1
Maruti SuzukiSwift DzireVXi 1.2 BS-IV,Maruti Suzuki,Swift Dzire,VXi 1.2 BS-IV,Sedan,Petrol,6,Manual,Silver,"25,000",1,5,4.2,653057,392028,40.0
Maruti SuzukiCiazZXi  AT,Maruti Suzuki,Ciaz,ZXi  AT,Sedan,Petrol,1,Automatic,Red,"45,000",1,7.7,7.7,1148243,972089,15.3
HondaAccord2.4 VTi-L MT,Honda,Accord,2.4 VTi-L MT,Sedan,Petrol,12,Manual,White,"60,000",1,6.7,6.2,1883226,370678,80.3
HyundaiVernaFluidic 1.6 CRDi SX AT,Hyundai,Verna,Fluidic 1.6 CRDi SX AT,Sedan,Diesel,6,Automatic,Silver,"54,000",1,4.8,7.7,1303739,587982,54.9
HyundaiGrand I10Sportz (O) AT 1.2 Kappa VTVT,Hyundai,Grand I10,Sportz (O) AT 1.2 Kappa VTVT,Hatchback,Petrol,3,Automatic,Maroon,"22,000",1,5,4,802400,497200,38.0
Maruti SuzukiWagon RVXI,Maruti Suzuki,Wagon R,VXI,Hatchback,Petrol,9,Manual,Blue,"31,000",1,4.5,9.9,505259,158399,68.6
Maruti SuzukiSwift DzireLDi,Maruti Suzuki,Swift Dzire,LDi,Sedan,diesel,5,Automatic,other,"92,000",1,5,6.8,768774,459408,40.2
Maruti SuzukiSwift DzireVDi,Maruti Suzuki,Swift Dzire,VDi,Sedan,diesel,9,Automatic,Beige,"87,000",1,5.7,8.4,870791,324558,62.7
Maruti SuzukiEeco5 STR WITH A/C+HTR,Maruti Suzuki,Eeco,5 STR WITH A/C+HTR,Van,Petrol,8,Manual,Blue,"63,821",1,6.4,4.4,438834,229008,47.8
HyundaiElantra1.8 SX AT,Hyundai,Elantra,1.8 SX AT,Sedan,Petrol,3,Automatic,White,"46,000",1,4.6,9.4,2051549,884142,56.9
HyundaiCreta1.6 SX Plus AT Petrol,Hyundai,Creta,1.6 SX Plus AT Petrol,SUV,Petrol,2,Automatic,White,"21,000",1,8.3,9.9,1520312,1162525,23.5
HyundaiNeo Fluidic Elantra1.6SxAtCrdi,Hyundai,Neo Fluidic Elantra,1.6SxAtCrdi,Sedan,Diesel,3,Automatic,Silver,"35,000",1,8.3,5.3,2228480,1393981,37.4
HyundaiI10Magna 1.2,Hyundai,I10,Magna 1.2,Hatchback,Petrol,9,Manual,Black,"59,000",1,5,9.4,482567,158400,67.2
HyundaiSantro XingGLS,Hyundai,Santro Xing,GLS,Hatchback,Petrol,8,Manual,Grey,"72,000",2,5.3,9.4,457174,132000,71.1
Maruti SuzukiSx4ZXI AT BS-IV,Maruti Suzuki,Sx4,ZXI AT BS-IV,Sedan,Petrol,8,Automatic,Beige,"70,000",1,4.8,4,1002965,408328,59.3
HyundaiVerna1.6 VTVT SX (O),Hyundai,Verna,1.6 VTVT SX (O),Sedan,Petrol,3,Manual,White,"17,827",1,9.7,9.4,1348579,685102,49.2
HyundaiVernaFluidic 1.6 VTVT SX,Hyundai,Verna,Fluidic 1.6 VTVT SX,Sedan,Petrol,6,Manual,Silver,"68,000",1,4.8,8.9,1046416,450000,57.0
HyundaiI20Asta (O) 1.2,Hyundai,I20,Asta (O) 1.2,Hatchback,Petrol,9,Manual,Black,"69,000",2,5.5,9.7,777406,176000,77.4
HyundaiVernaFluidic 1.6 CRDi SX,Hyundai,Verna,Fluidic 1.6 CRDi SX,Sedan,Diesel,6,Manual,Purple,"79,000",1,4.6,9.4,1217935,412528,66.1
HyundaiVerna1.6 VTVT SX,Hyundai,Verna,1.6 VTVT SX,Sedan,Petrol,7,Manual,Other,"70,000",1,9,7.5,1135123,442861,61.0
HyundaiVernaFluidic 1.6 VTVT SX Opt AT,Hyundai,Verna,Fluidic 1.6 VTVT SX Opt AT,Sedan,Petrol,7,Automatic,White,"46,000",1,8.5,5.9,1187794,464118,60.9
HyundaiI10Sportz 1.2 AT Kappa2,Hyundai,I10,Sportz 1.2 AT Kappa2,Hatchback,Petrol,8,Automatic,Black,"42,000",2,5,7,610408,229008,62.5
HyundaiI10Sportz 1.2 AT,Hyundai,I10,Sportz 1.2 AT,Hatchback,Petrol,9,Automatic,Red,"47,000",1,8.5,6.7,581615,223601,61.6
HyundaiVerna1.6 VTVT SX,Hyundai,Verna,1.6 VTVT SX,Sedan,Petrol,5,Manual,Other,"20,000",1,8.5,9.1,1135123,473550,58.3
HyundaiElite I20Asta 1.4 CRDI,Hyundai,Elite I20,Asta 1.4 CRDI,Hatchback,Diesel,3,Manual,Blue,"32,000",1,4.8,8.6,981173,616950,37.1
HyundaiI20 Active1.4L SX (O),Hyundai,I20 Active,1.4L SX (O),Crossover,Diesel,2,Manual,White,"13,000",1,8.5,9.6,1055630,813750,22.9
HyundaiI10Sportz 1.2,Hyundai,I10,Sportz 1.2,Hatchback,Petrol,5,Manual,White,"34,500",1,8.5,5.6,537850,302086,43.8
HyundaiElite I20Sportz 1.2,Hyundai,Elite I20,Sportz 1.2,Hatchback,Petrol,2,Manual,Red,"18,000",1,8.3,7.5,762624,530478,30.4
HyundaiI10Sportz 1.2,Hyundai,I10,Sportz 1.2,Hatchback,Petrol,6,Manual,Grey,"70,000",1,4.8,9.9,537850,219120,59.3
HyundaiI10Magna,Hyundai,I10,Magna,Hatchback,Petrol + CNG,10,Manual,Black,"72,000",2,5,9.4,462988,126720,72.6
HyundaiVernaGl,Hyundai,Verna,Gl,Sedan,Petrol,10,Manual,other,"43,816",1,6.8,9.9,1044638,238032,77.2
HyundaiI20Sportz 1.2 BS-IV,Hyundai,I20,Sportz 1.2 BS-IV,Hatchback,Petrol,8,Manual,White,"52,000",1,8.5,7,685269,236226,65.5
HyundaiVerna1.6 VTVT SX,Hyundai,Verna,1.6 VTVT SX,Sedan,Petrol,6,Manual,Purple,"31,700",1,5,9.7,1135123,445302,60.8
HyundaiElite I20Sportz 1.2,Hyundai,Elite I20,Sportz 1.2,Hatchback,Petrol,2,Manual,Silver,"2,500",1,7.3,7.2,762624,544800,28.6
HyundaiVerna1.6 VTVT SX,Hyundai,Verna,1.6 VTVT SX,Sedan,Petrol,5,Manual,Silver,"17,000",1,5,7.1,1135123,607278,46.5
HyundaiVernaEx,Hyundai,Verna,Ex,Sedan,Petrol,10,Manual,Silver,"62,345",1,6.8,9.6,1197165,220000,81.6
HyundaiI20Sportz 1.2 (O),Hyundai,I20,Sportz 1.2 (O),Hatchback,Petrol,5,Manual,Grey,"32,000",1,5,4.3,608104,366048,39.8
HyundaiElite I20Asta 1.4 CRDI (O),Hyundai,Elite I20,Asta 1.4 CRDI (O),Hatchback,Diesel,2,Manual,White,"42,000",1,7.7,9.9,972640,626638,35.6
HyundaiI20Magna (O) 1.2,Hyundai,I20,Magna (O) 1.2,Hatchback,Petrol,3,Manual,Golden,"55,537",1,5,9.9,613863,301648,50.9
HyundaiCreta1.6 S Petrol,Hyundai,Creta,1.6 S Petrol,SUV,Petrol,1,Manual,White,"9,000",1,4.8,7,1191184,1038400,12.8
HyundaiVernaFluidic 1.6 CRDi SX Opt,Hyundai,Verna,Fluidic 1.6 CRDi SX Opt,Sedan,diesel,7,Manual,White,"51,000",1,9.1,8.2,1344257,549690,59.1
HyundaiI10Era,Hyundai,I10,Era,Hatchback,Petrol,9,Manual,Other,"19,350",2,9.9,9.9,446864,167200,62.6
HyundaiVernaFluidic 1.6 CRDi SX Opt AT,Hyundai,Verna,Fluidic 1.6 CRDi SX Opt AT,Sedan,Diesel,3,Automatic,Silver,"55,000",1,4.2,9.4,1431253,734262,48.7
HyundaiI20Era1.4Crdi,Hyundai,I20,Era1.4Crdi,Hatchback,Diesel,3,Manual,White,"22,000",1,9.1,8.2,697196,544800,21.9
HyundaiVernaFluidic 1.6 CRDi SX Opt AT,Hyundai,Verna,Fluidic 1.6 CRDi SX Opt AT,Sedan,Diesel,5,Automatic,White,"65,000",1,4.6,9.4,1431253,542888,62.1
HyundaiI10Era,Hyundai,I10,Era,Hatchback,Petrol,6,Manual,White,"38,000",1,5,9.5,446864,224502,49.8
HyundaiVerna1.6 CRDI SX,Hyundai,Verna,1.6 CRDI SX,Sedan,Diesel,1,Manual,Silver,"24,000",1,3.3,9.9,1375438,889200,35.4
HyundaiVernaFluidic 1.4 VTVT,Hyundai,Verna,Fluidic 1.4 VTVT,Sedan,Petrol,5,Manual,Purple,"44,527",1,4,9.9,833881,426550,48.8
HyundaiElantraGLS,Hyundai,Elantra,GLS,Sedan,Petrol,12,Manual,Silver,"45,685",2,9,9.4,950839,88000,90.7
HyundaiVerna1.6 CRDI SX,Hyundai,Verna,1.6 CRDI SX,Sedan,Diesel,6,Manual,White,"29,000",1,8.5,6.7,1375438,537730,60.9
HyundaiAccentGLS,Hyundai,Accent,GLS,Sedan,Petrol,6,Manual,other,"86,525",1,5,9.9,691111,184800,73.3
HyundaiI10Era 1.1 iRDE2,Hyundai,I10,Era 1.1 iRDE2,Hatchback,Petrol,10,Manual,Maroon,"86,000",1,4.7,7.7,504450,127600,74.7
HyundaiVerna1.6SxCrdiAt,Hyundai,Verna,1.6SxCrdiAt,Sedan,Diesel,3,Automatic,White,"34,000",1,4.8,8.9,1463428,789796,46.0
HyundaiI10Sportz 1.2 AT Kappa2,Hyundai,I10,Sportz 1.2 AT Kappa2,Hatchback,Petrol,7,Automatic,Red,"65,000",1,4.8,9.1,610408,242550,60.3
HyundaiI10Era,Hyundai,I10,Era,Hatchback,Petrol,11,Manual,Blue,"54,000",2,4.5,9.9,446864,145200,67.5
HyundaiI10Sportz 1.2 AT,Hyundai,I10,Sportz 1.2 AT,Hatchback,Petrol,8,Automatic,Red,"62,000",1,8.5,8,581615,215776,62.9
HyundaiI20Asta 1.2,Hyundai,I20,Asta 1.2,Hatchback,Petrol,9,Manual,Silver,"53,000",1,4.5,9.9,738248,180400,75.6
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,8,Manual,Blue,"10,000",1,5,7.7,585070,212080,63.8
HyundaiVerna1.6 VTVT SX,Hyundai,Verna,1.6 VTVT SX,Sedan,Petrol,7,Manual,Other,"74,365",1,8.3,6.5,1135123,449060,60.4
HyundaiI20Sportz 1.2 BS-IV,Hyundai,I20,Sportz 1.2 BS-IV,Hatchback,Petrol,6,Manual,White,"56,145",1,8.3,7,685269,296167,56.8
HyundaiVernaFluidic 1.6 CRDi SX,Hyundai,Verna,Fluidic 1.6 CRDi SX,Sedan,Diesel,6,Manual,Purple,"65,000",1,4.8,9.7,1217935,464118,61.9
HyundaiVernaFluidic 1.6 VTVT SX,Hyundai,Verna,Fluidic 1.6 VTVT SX,Sedan,Petrol,6,Manual,Purple,"42,000",1,5,9.1,1046416,426550,59.2
HyundaiVernaFluidic 1.6 CRDi SX Opt AT,Hyundai,Verna,Fluidic 1.6 CRDi SX Opt AT,Sedan,Diesel,6,Automatic,Purple,"34,000",1,5,8.9,1431253,592800,58.6
